household_type,income_group,year,market_income,social_insurance_benefits,inc_before_transfers_taxes,means_tested_transfers,federal_taxes,inc_after_transfers_taxes
all_households,percentiles_91_95,2003,186600.0,4300.0,190900.0,400.0,44100.0,147200.0
all_households,percentiles_91_95,2004,194600.0,4300.0,198900.0,400.0,46200.0,153000.0
all_households,percentiles_91_95,2005,201500.0,5000.0,206500.0,500.0,48300.0,158700.0
all_households,percentiles_91_95,2006,206100.0,5300.0,211400.0,400.0,49700.0,162100.0
all_households,percentiles_91_95,2007,211300.0,5800.0,217100.0,500.0,50300.0,167300.0
all_households,percentiles_91_95,2008,204600.0,5400.0,210000.0,600.0,46900.0,163700.0
all_households,percentiles_91_95,2009,198200.0,6000.0,204200.0,600.0,44600.0,160200.0
all_households,percentiles_91_95,2010,200400.0,6400.0,206800.0,500.0,46100.0,161300.0
all_households,percentiles_91_95,2011,202900.0,6100.0,208900.0,400.0,45300.0,164000.0
all_households,percentiles_91_95,2012,205800.0,6500.0,212300.0,500.0,46900.0,165900.0
all_households,percentiles_91_95,2013,212300.0,6500.0,218800.0,500.0,51900.0,167400.0
all_households,percentiles_91_95,2014,215800.0,6900.0,222700.0,600.0,53600.0,169800.0
all_households,percentiles_91_95,2015,223200.0,7100.0,230300.0,900.0,55600.0,175600.0
all_households,percentiles_91_95,2016,225300.0,7100.0,232300.0,1000.0,55900.0,177400.0
all_households,percentiles_91_95,2017,231800.0,7100.0,238900.0,800.0,57200.0,182500.0
all_households,percentiles_91_95,2018,237800.0,7700.0,245500.0,800.0,55200.0,191200.0
all_households,percentiles_91_95,2019,243400.0,7700.0,251100.0,1000.0,56900.0,195300.0
all_households,percentiles_96_99,1979,187800.0,3000.0,190900.0,100.0,52200.0,138800.0
all_households,percentiles_96_99,1980,180600.0,3300.0,183900.0,100.0,50800.0,133200.0
all_households,percentiles_96_99,1981,179100.0,3500.0,182600.0,100.0,50200.0,132500.0
all_households,percentiles_96_99,1982,179000.0,3900.0,183000.0,100.0,45600.0,137400.0
all_households,percentiles_96_99,1983,185700.0,3900.0,189600.0,100.0,45200.0,144500.0
all_households,percentiles_96_99,1984,201500.0,3900.0,205400.0,100.0,48800.0,156800.0
all_households,percentiles_96_99,1985,203100.0,4300.0,207500.0,100.0,49500.0,158100.0
all_households,percentiles_96_99,1986,223100.0,4500.0,227600.0,100.0,53900.0,173800.0
all_households,percentiles_96_99,1987,219400.0,4400.0,223800.0,200.0,58400.0,165500.0
all_households,percentiles_96_99,1988,227100.0,4600.0,231600.0,100.0,59300.0,172500.0
all_households,percentiles_96_99,1989,231200.0,4600.0,235800.0,100.0,60100.0,175900.0
all_households,percentiles_96_99,1990,225400.0,4500.0,229900.0,200.0,58400.0,171700.0
all_households,percentiles_96_99,1991,220700.0,4400.0,225200.0,200.0,57900.0,167500.0
all_households,percentiles_96_99,1992,229500.0,4600.0,234100.0,200.0,60400.0,173900.0
all_households,percentiles_96_99,1993,230600.0,4700.0,235300.0,200.0,62700.0,172700.0
all_households,percentiles_96_99,1994,235900.0,4600.0,240500.0,300.0,65100.0,175600.0
all_households,percentiles_96_99,1995,248500.0,5000.0,253400.0,300.0,69500.0,184200.0
all_households,percentiles_96_99,1996,257900.0,5400.0,263400.0,200.0,72900.0,190700.0
all_households,percentiles_96_99,1997,274800.0,5900.0,280700.0,300.0,78100.0,202900.0
all_households,percentiles_96_99,1998,292200.0,5900.0,298000.0,300.0,82300.0,216000.0
all_households,percentiles_96_99,1999,306300.0,5600.0,312000.0,300.0,87800.0,224500.0
all_households,percentiles_96_99,2000,314200.0,6200.0,320400.0,300.0,90300.0,230400.0
all_households,percentiles_96_99,2001,296300.0,5500.0,301800.0,400.0,81300.0,220900.0
all_households,percentiles_96_99,2002,285300.0,5200.0,290500.0,300.0,76400.0,214400.0
all_households,percentiles_96_99,2003,294600.0,5500.0,300100.0,400.0,75700.0,224700.0
all_households,percentiles_96_99,2004,312000.0,5800.0,317800.0,300.0,81200.0,236900.0
all_households,percentiles_96_99,2005,337300.0,6200.0,343500.0,500.0,89500.0,254500.0
all_households,percentiles_96_99,2006,347700.0,6800.0,354500.0,400.0,92600.0,262300.0
all_households,percentiles_96_99,2007,359000.0,7400.0,366400.0,500.0,93800.0,273100.0
all_households,percentiles_96_99,2008,333000.0,6200.0,339200.0,500.0,84500.0,255300.0
all_households,percentiles_96_99,2009,311800.0,6400.0,318100.0,600.0,78000.0,240700.0
all_households,percentiles_96_99,2010,320400.0,6900.0,327300.0,500.0,82000.0,245800.0
all_households,percentiles_96_99,2011,327700.0,6900.0,334600.0,500.0,82000.0,253100.0
all_households,percentiles_96_99,2012,344700.0,7300.0,352000.0,400.0,88000.0,264400.0
all_households,percentiles_96_99,2013,347500.0,7800.0,355300.0,400.0,94300.0,261500.0
all_households,percentiles_96_99,2014,360700.0,8300.0,369000.0,600.0,99500.0,270000.0
all_households,percentiles_96_99,2015,375100.0,8200.0,383300.0,800.0,103500.0,280600.0
all_households,percentiles_96_99,2016,374800.0,8500.0,383300.0,900.0,103300.0,280900.0
all_households,percentiles_96_99,2017,388900.0,8900.0,397700.0,800.0,106500.0,292100.0
all_households,percentiles_96_99,2018,396300.0,9200.0,405500.0,800.0,99400.0,306900.0
all_households,percentiles_96_99,2019,410200.0,9400.0,419600.0,900.0,103900.0,316600.0
all_households,top_1_percent,1979,595200.0,5300.0,600400.0,200.0,210700.0,390000.0
all_households,top_1_percent,1980,570200.0,5300.0,575500.0,200.0,190300.0,385300.0
all_households,top_1_percent,1981,567400.0,5500.0,572900.0,200.0,174800.0,398300.0
all_households,top_1_percent,1982,597900.0,6300.0,604100.0,200.0,162100.0,442200.0
all_households,top_1_percent,1983,654800.0,6500.0,661200.0,200.0,177200.0,484200.0
all_households,top_1_percent,1984,728400.0,8400.0,736700.0,200.0,198900.0,538000.0
all_households,top_1_percent,1985,775700.0,8400.0,784100.0,200.0,204100.0,580200.0
all_households,top_1_percent,1986,1017800.0,8700.0,1026500.0,200.0,253100.0,773600.0
all_households,top_1_percent,1987,816200.0,7400.0,823500.0,300.0,247200.0,576600.0
all_households,top_1_percent,1988,1020800.0,7400.0,1028100.0,200.0,294100.0,734200.0
all_households,top_1_percent,1989,951900.0,7000.0,959000.0,300.0,267500.0,691800.0
all_households,top_1_percent,1990,920900.0,7100.0,928000.0,200.0,257400.0,670900.0
all_households,top_1_percent,1991,824600.0,7400.0,832000.0,400.0,240700.0,591700.0
all_households,top_1_percent,1992,936000.0,7400.0,943400.0,200.0,279400.0,664200.0
all_households,top_1_percent,1993,896800.0,7600.0,904400.0,400.0,300300.0,604400.0
all_households,top_1_percent,1994,926300.0,7500.0,933800.0,400.0,322000.0,612200.0
all_households,top_1_percent,1995,1029800.0,7900.0,1037800.0,400.0,362100.0,676200.0
all_households,top_1_percent,1996,1137000.0,8100.0,1145100.0,300.0,398700.0,746700.0
all_households,top_1_percent,1997,1317800.0,8200.0,1325900.0,200.0,448300.0,877800.0
all_households,top_1_percent,1998,1490400.0,8800.0,1499200.0,400.0,485800.0,1013700.0
all_households,top_1_percent,1999,1632300.0,8200.0,1640500.0,300.0,535000.0,1105800.0
all_households,top_1_percent,2000,1798700.0,8500.0,1807200.0,300.0,583100.0,1224400.0
all_households,top_1_percent,2001,1431900.0,8000.0,1439900.0,400.0,461200.0,979100.0
all_households,top_1_percent,2002,1268300.0,8300.0,1276500.0,500.0,407400.0,869700.0
all_households,top_1_percent,2003,1346700.0,8400.0,1355100.0,400.0,410900.0,944700.0
all_households,top_1_percent,2004,1609100.0,8900.0,1618100.0,400.0,484900.0,1133600.0
all_households,top_1_percent,2005,1943500.0,9700.0,1953300.0,500.0,589500.0,1364200.0
all_households,top_1_percent,2006,2103300.0,10300.0,2113600.0,600.0,630100.0,1484000.0
all_households,top_1_percent,2007,2215300.0,10300.0,2225600.0,500.0,628100.0,1598000.0
all_households,top_1_percent,2008,1807600.0,9500.0,1817200.0,600.0,509800.0,1308000.0
all_households,top_1_percent,2009,1412800.0,9600.0,1422300.0,700.0,409200.0,1013800.0
all_households,top_1_percent,2010,1623700.0,9800.0,1633500.0,800.0,477900.0,1156400.0
all_households,top_1_percent,2011,1617200.0,9800.0,1627000.0,800.0,472100.0,1155600.0
all_households,top_1_percent,2012,2002900.0,11200.0,2014200.0,700.0,574800.0,1440100.0
all_households,top_1_percent,2013,1688300.0,10700.0,1698900.0,700.0,571600.0,1128000.0
all_households,top_1_percent,2014,1897800.0,10800.0,1908600.0,1000.0,641400.0,1268200.0
all_households,top_1_percent,2015,1977800.0,11400.0,1989200.0,1000.0,663100.0,1327100.0
all_households,top_1_percent,2016,1884600.0,11200.0,1895900.0,1200.0,627300.0,1269800.0
all_households,top_1_percent,2017,2039000.0,12000.0,2051000.0,1600.0,650700.0,1401900.0
all_households,top_1_percent,2018,2027400.0,12700.0,2040100.0,1100.0,615600.0,1425700.0
all_households,top_1_percent,2019,2000300.0,12600.0,2012900.0,800.0,605700.0,1408000.0
hh_with_children,all_quintiles,1979,76700.0,1800.0,78400.0,2600.0,17200.0,63800.0
hh_with_children,all_quintiles,1980,73100.0,2000.0,75100.0,2700.0,16600.0,61200.0
hh_with_children,all_quintiles,1981,72800.0,2000.0,74800.0,2700.0,17000.0,60500.0
hh_with_children,all_quintiles,1982,71000.0,2300.0,73300.0,2700.0,15600.0,60300.0
hh_with_children,all_quintiles,1983,71700.0,2200.0,73900.0,2700.0,15700.0,60900.0
hh_with_children,all_quintiles,1984,77700.0,1900.0,79500.0,2700.0,17200.0,65000.0
hh_with_children,all_quintiles,1985,77000.0,1900.0,78900.0,2700.0,17000.0,64700.0
hh_with_children,all_quintiles,1986,82800.0,2000.0,84700.0,2800.0,18400.0,69100.0
hh_with_children,all_quintiles,1987,80300.0,1800.0,82100.0,2900.0,18200.0,66700.0
hh_with_children,all_quintiles,1988,82600.0,1900.0,84400.0,2900.0,18700.0,68600.0
hh_with_children,all_quintiles,1989,84800.0,1900.0,86700.0,3000.0,19100.0,70700.0
hh_with_children,all_quintiles,1990,83100.0,1900.0,85000.0,3400.0,18800.0,69700.0
hh_with_children,all_quintiles,1991,81800.0,2200.0,83900.0,3900.0,18700.0,69100.0
hh_with_children,all_quintiles,1992,82600.0,2400.0,85000.0,4200.0,18800.0,70400.0
hh_with_children,all_quintiles,1993,83800.0,2400.0,86200.0,4500.0,19600.0,71000.0
hh_with_children,all_quintiles,1994,85800.0,2200.0,88000.0,4500.0,20100.0,72300.0
hh_with_children,all_quintiles,1995,91200.0,2300.0,93500.0,4500.0,21600.0,76400.0
hh_with_children,all_quintiles,1996,92400.0,2300.0,94700.0,4300.0,21800.0,77200.0
hh_with_children,all_quintiles,1997,97300.0,2300.0,99700.0,3900.0,23100.0,80500.0
hh_with_children,all_quintiles,1998,104300.0,2200.0,106500.0,4100.0,24200.0,86400.0
hh_with_children,all_quintiles,1999,111400.0,2200.0,113600.0,4100.0,26300.0,91400.0
hh_with_children,all_quintiles,2000,116200.0,2300.0,118500.0,4200.0,27800.0,94900.0
hh_with_children,all_quintiles,2001,109100.0,2700.0,111800.0,4500.0,24400.0,91900.0
hh_with_children,all_quintiles,2002,106000.0,2900.0,108900.0,4900.0,23000.0,90900.0
hh_with_children,all_quintiles,2003,107500.0,2900.0,110400.0,5300.0,22000.0,93700.0
hh_with_children,all_quintiles,2004,114400.0,2800.0,117200.0,5600.0,23800.0,99000.0
hh_with_children,all_quintiles,2005,119200.0,2600.0,121800.0,5700.0,25300.0,102200.0
hh_with_children,all_quintiles,2006,125000.0,2700.0,127700.0,5600.0,26800.0,106500.0
hh_with_children,all_quintiles,2007,130600.0,2800.0,133400.0,5900.0,27700.0,111700.0
hh_with_children,all_quintiles,2008,122300.0,3100.0,125400.0,6300.0,23600.0,108100.0
hh_with_children,all_quintiles,2009,112800.0,4300.0,117100.0,7200.0,21200.0,103100.0
hh_with_children,all_quintiles,2010,117500.0,4400.0,121900.0,7600.0,23200.0,106300.0
hh_with_children,all_quintiles,2011,116900.0,4000.0,120900.0,7500.0,22500.0,105800.0
hh_with_children,all_quintiles,2012,122300.0,3800.0,126100.0,7500.0,24200.0,109400.0
hh_with_children,all_quintiles,2013,122400.0,3600.0,126000.0,7800.0,27000.0,106800.0
hh_with_children,all_quintiles,2014,126700.0,3400.0,130100.0,9100.0,28500.0,110600.0
hh_with_children,all_quintiles,2015,133700.0,3400.0,137100.0,10100.0,30300.0,117000.0
hh_with_children,all_quintiles,2016,131300.0,3300.0,134700.0,10300.0,29300.0,115600.0
hh_with_children,all_quintiles,2017,135700.0,3300.0,139000.0,10100.0,30100.0,118900.0
hh_with_children,all_quintiles,2018,133900.0,3300.0,137100.0,10100.0,27000.0,120200.0
hh_with_children,all_quintiles,2019,139000.0,3400.0,142400.0,10000.0,28500.0,123900.0
hh_with_children,lowest_quintile,1979,13900.0,3900.0,17800.0,10800.0,1700.0,26900.0
hh_with_children,lowest_quintile,1980,12900.0,4000.0,16900.0,10700.0,1500.0,26100.0
hh_with_children,lowest_quintile,1981,12400.0,3900.0,16200.0,10700.0,1600.0,25400.0
hh_with_children,lowest_quintile,1982,11100.0,4100.0,15200.0,10700.0,1400.0,24500.0
hh_with_children,lowest_quintile,1983,10300.0,4000.0,14300.0,10900.0,1500.0,23600.0
hh_with_children,lowest_quintile,1984,12300.0,3300.0,15600.0,10400.0,2000.0,24000.0
hh_with_children,lowest_quintile,1985,11600.0,3700.0,15200.0,10700.0,1800.0,24100.0
hh_with_children,lowest_quintile,1986,11300.0,3500.0,14800.0,10700.0,1700.0,23800.0
hh_with_children,lowest_quintile,1987,9500.0,3200.0,12700.0,11400.0,1200.0,22900.0
hh_with_children,lowest_quintile,1988,10000.0,3900.0,13900.0,11300.0,1200.0,24000.0
hh_with_children,lowest_quintile,1989,11200.0,3800.0,15000.0,11900.0,1300.0,25600.0
hh_with_children,lowest_quintile,1990,11900.0,3400.0,15300.0,13500.0,1500.0,27300.0
hh_with_children,lowest_quintile,1991,11800.0,3800.0,15600.0,14400.0,1300.0,28700.0
hh_with_children,lowest_quintile,1992,11600.0,4400.0,16000.0,15000.0,1200.0,29700.0
hh_with_children,lowest_quintile,1993,11800.0,4400.0,16300.0,16200.0,1200.0,31200.0
hh_with_children,lowest_quintile,1994,11600.0,4100.0,15800.0,16400.0,800.0,31400.0
hh_with_children,lowest_quintile,1995,13400.0,4200.0,17600.0,16400.0,500.0,33600.0
hh_with_children,lowest_quintile,1996,14200.0,4300.0,18500.0,14900.0,400.0,33000.0
hh_with_children,lowest_quintile,1997,15900.0,5100.0,21000.0,13600.0,500.0,34000.0
hh_with_children,lowest_quintile,1998,18100.0,4300.0,22400.0,13700.0,600.0,35500.0
hh_with_children,lowest_quintile,1999,19200.0,4300.0,23600.0,13600.0,800.0,36400.0
hh_with_children,lowest_quintile,2000,18700.0,4200.0,22900.0,13400.0,900.0,35300.0
hh_with_children,lowest_quintile,2001,17400.0,4700.0,22100.0,13600.0,400.0,35300.0
hh_with_children,lowest_quintile,2002,17500.0,5300.0,22800.0,14900.0,400.0,37400.0
hh_with_children,lowest_quintile,2003,16600.0,5000.0,21600.0,15700.0,400.0,36900.0
hh_with_children,lowest_quintile,2004,17300.0,4900.0,22200.0,16400.0,300.0,38300.0
hh_with_children,lowest_quintile,2005,17800.0,4700.0,22600.0,16400.0,200.0,38800.0
hh_with_children,lowest_quintile,2006,18600.0,4600.0,23200.0,15800.0,300.0,38800.0
hh_with_children,lowest_quintile,2007,20800.0,4800.0,25500.0,16500.0,-100.0,42200.0
hh_with_children,lowest_quintile,2008,19600.0,5400.0,25000.0,17400.0,-1600.0,43900.0
hh_with_children,lowest_quintile,2009,16700.0,7200.0,23900.0,19200.0,-1800.0,45000.0
hh_with_children,lowest_quintile,2010,16600.0,7300.0,23900.0,19800.0,-1900.0,45500.0
hh_with_children,lowest_quintile,2011,17400.0,6800.0,24200.0,19600.0,-1800.0,45600.0
hh_with_children,lowest_quintile,2012,16400.0,6800.0,23200.0,19400.0,-1600.0,44200.0
hh_with_children,lowest_quintile,2013,17600.0,6200.0,23800.0,20100.0,-1400.0,45300.0
hh_with_children,lowest_quintile,2014,17800.0,5600.0,23400.0,23000.0,-1400.0,47800.0
hh_with_children,lowest_quintile,2015,19200.0,5500.0,24700.0,24300.0,-1700.0,50700.0
hh_with_children,lowest_quintile,2016,19100.0,5600.0,24700.0,24700.0,-1800.0,51100.0
hh_with_children,lowest_quintile,2017,19300.0,5200.0,24400.0,23900.0,-1800.0,50100.0
hh_with_children,lowest_quintile,2018,20400.0,5600.0,26000.0,24000.0,-2300.0,52300.0
hh_with_children,lowest_quintile,2019,21900.0,5700.0,27600.0,23800.0,-2200.0,53600.0
hh_with_children,second_quintile,1979,43800.0,2000.0,45800.0,1900.0,7600.0,40100.0
hh_with_children,second_quintile,1980,41100.0,2500.0,43700.0,2200.0,7200.0,38700.0
hh_with_children,second_quintile,1981,40700.0,2400.0,43000.0,2300.0,7500.0,37900.0
hh_with_children,second_quintile,1982,39100.0,2900.0,42000.0,2200.0,6900.0,37300.0
hh_with_children,second_quintile,1983,37900.0,2700.0,40700.0,1900.0,6700.0,35800.0
hh_with_children,second_quintile,1984,41400.0,2200.0,43500.0,2100.0,7700.0,37900.0
hh_with_children,second_quintile,1985,41300.0,2200.0,43600.0,1900.0,7700.0,37800.0
hh_with_children,second_quintile,1986,41500.0,2500.0,44000.0,2000.0,7700.0,38300.0
hh_with_children,second_quintile,1987,40800.0,2000.0,42800.0,1700.0,7100.0,37400.0
hh_with_children,second_quintile,1988,41000.0,1900.0,43000.0,1700.0,7100.0,37600.0
hh_with_children,second_quintile,1989,41600.0,2200.0,43800.0,2100.0,6800.0,39100.0
hh_with_children,second_quintile,1990,42600.0,2300.0,44900.0,2400.0,7600.0,39700.0
hh_with_children,second_quintile,1991,40900.0,2700.0,43500.0,3100.0,7000.0,39600.0
hh_with_children,second_quintile,1992,39400.0,3000.0,42400.0,3900.0,6500.0,39800.0
hh_with_children,second_quintile,1993,39300.0,2900.0,42300.0,4300.0,6500.0,40100.0
hh_with_children,second_quintile,1994,40300.0,2500.0,42800.0,4300.0,6100.0,40900.0
hh_with_children,second_quintile,1995,42600.0,2600.0,45100.0,4200.0,6500.0,42800.0
hh_with_children,second_quintile,1996,42800.0,2500.0,45400.0,4100.0,6300.0,43200.0
hh_with_children,second_quintile,1997,44300.0,2500.0,46700.0,4100.0,6800.0,44000.0
hh_with_children,second_quintile,1998,46600.0,2500.0,49000.0,4500.0,6700.0,46900.0
hh_with_children,second_quintile,1999,48900.0,2500.0,51400.0,4500.0,7100.0,48800.0
hh_with_children,second_quintile,2000,48300.0,2600.0,50900.0,4800.0,6800.0,48900.0
hh_with_children,second_quintile,2001,47700.0,2900.0,50600.0,5300.0,5800.0,50100.0
hh_with_children,second_quintile,2002,45900.0,3300.0,49200.0,6200.0,5000.0,50400.0
hh_with_children,second_quintile,2003,45300.0,3300.0,48700.0,6900.0,4400.0,51200.0
hh_with_children,second_quintile,2004,47100.0,3200.0,50300.0,7400.0,4700.0,53100.0
hh_with_children,second_quintile,2005,48300.0,2800.0,51100.0,7200.0,4800.0,53600.0
hh_with_children,second_quintile,2006,48800.0,2900.0,51800.0,7200.0,4900.0,54100.0
hh_with_children,second_quintile,2007,52100.0,3000.0,55100.0,7200.0,5500.0,56800.0
hh_with_children,second_quintile,2008,49100.0,3600.0,52700.0,8500.0,3100.0,58100.0
hh_with_children,second_quintile,2009,45000.0,5000.0,50000.0,9800.0,1900.0,57900.0
hh_with_children,second_quintile,2010,44400.0,5000.0,49400.0,10700.0,2100.0,57900.0
hh_with_children,second_quintile,2011,44600.0,4500.0,49100.0,10600.0,2200.0,57500.0
hh_with_children,second_quintile,2012,44100.0,4300.0,48500.0,10400.0,2100.0,56800.0
hh_with_children,second_quintile,2013,45800.0,3800.0,49700.0,11000.0,3100.0,57500.0
hh_with_children,second_quintile,2014,46200.0,3800.0,50000.0,12800.0,3200.0,59600.0
hh_with_children,second_quintile,2015,48400.0,3800.0,52200.0,14700.0,3600.0,63300.0
hh_with_children,second_quintile,2016,48900.0,3500.0,52400.0,14700.0,3700.0,63500.0
hh_with_children,second_quintile,2017,49800.0,3800.0,53600.0,14300.0,3800.0,64100.0
hh_with_children,second_quintile,2018,51400.0,3600.0,55000.0,14100.0,2900.0,66200.0
hh_with_children,second_quintile,2019,53900.0,3600.0,57500.0,14000.0,3700.0,67800.0
hh_with_children,middle_quintile,1979,69200.0,1300.0,70400.0,700.0,14200.0,56900.0
hh_with_children,middle_quintile,1980,66300.0,1500.0,67800.0,700.0,13900.0,54700.0
hh_with_children,middle_quintile,1981,66100.0,1400.0,67500.0,700.0,14300.0,53900.0
hh_with_children,middle_quintile,1982,64500.0,1900.0,66400.0,500.0,13300.0,53600.0
hh_with_children,middle_quintile,1983,63600.0,1800.0,65400.0,500.0,12800.0,53100.0
hh_with_children,middle_quintile,1984,67700.0,1500.0,69200.0,600.0,14000.0,55800.0
hh_with_children,middle_quintile,1985,68300.0,1500.0,69800.0,500.0,14100.0,56200.0
hh_with_children,middle_quintile,1986,69600.0,1600.0,71200.0,600.0,14600.0,57200.0
hh_with_children,middle_quintile,1987,69500.0,1400.0,70900.0,500.0,14100.0,57300.0
hh_with_children,middle_quintile,1988,71000.0,1400.0,72400.0,600.0,14700.0,58300.0
hh_with_children,middle_quintile,1989,71800.0,1500.0,73300.0,600.0,14900.0,59000.0
hh_with_children,middle_quintile,1990,71900.0,1600.0,73500.0,800.0,15000.0,59200.0
hh_with_children,middle_quintile,1991,69900.0,1800.0,71700.0,900.0,14500.0,58100.0
hh_with_children,middle_quintile,1992,69400.0,1900.0,71300.0,1200.0,14200.0,58400.0
hh_with_children,middle_quintile,1993,69500.0,2000.0,71500.0,1400.0,14300.0,58700.0
hh_with_children,middle_quintile,1994,70800.0,1800.0,72600.0,1400.0,14500.0,59500.0
hh_with_children,middle_quintile,1995,73300.0,1900.0,75200.0,1500.0,15000.0,61700.0
hh_with_children,middle_quintile,1996,74100.0,1900.0,76000.0,1400.0,15200.0,62200.0
hh_with_children,middle_quintile,1997,75900.0,1800.0,77700.0,1300.0,15600.0,63300.0
hh_with_children,middle_quintile,1998,79400.0,1800.0,81200.0,1400.0,15500.0,67100.0
hh_with_children,middle_quintile,1999,82500.0,1900.0,84400.0,1700.0,16100.0,70000.0
hh_with_children,middle_quintile,2000,82500.0,1900.0,84400.0,1800.0,15900.0,70400.0
hh_with_children,middle_quintile,2001,82000.0,2300.0,84300.0,2000.0,14400.0,71900.0
hh_with_children,middle_quintile,2002,79200.0,2500.0,81700.0,2500.0,13500.0,70700.0
hh_with_children,middle_quintile,2003,78800.0,2600.0,81300.0,2800.0,12300.0,71800.0
hh_with_children,middle_quintile,2004,81900.0,2500.0,84400.0,3000.0,13000.0,74400.0
hh_with_children,middle_quintile,2005,83500.0,2300.0,85800.0,2900.0,13400.0,75300.0
hh_with_children,middle_quintile,2006,84600.0,2500.0,87100.0,2900.0,13500.0,76400.0
hh_with_children,middle_quintile,2007,87800.0,2600.0,90400.0,3100.0,14100.0,79400.0
hh_with_children,middle_quintile,2008,84200.0,2900.0,87100.0,3400.0,11200.0,79300.0
hh_with_children,middle_quintile,2009,80000.0,4000.0,84000.0,4400.0,10400.0,78000.0
hh_with_children,middle_quintile,2010,79200.0,4300.0,83500.0,4800.0,10600.0,77700.0
hh_with_children,middle_quintile,2011,79100.0,3700.0,82800.0,4800.0,10500.0,77100.0
hh_with_children,middle_quintile,2012,79200.0,3600.0,82800.0,4800.0,10600.0,77100.0
hh_with_children,middle_quintile,2013,81200.0,3400.0,84600.0,5300.0,12400.0,77400.0
hh_with_children,middle_quintile,2014,83100.0,3100.0,86200.0,6100.0,12800.0,79400.0
hh_with_children,middle_quintile,2015,86300.0,3200.0,89500.0,7200.0,13400.0,83300.0
hh_with_children,middle_quintile,2016,87100.0,3100.0,90200.0,7400.0,13700.0,83900.0
hh_with_children,middle_quintile,2017,89000.0,3100.0,92100.0,7500.0,13800.0,85700.0
hh_with_children,middle_quintile,2018,90700.0,3100.0,93800.0,7400.0,12700.0,88600.0
hh_with_children,middle_quintile,2019,93100.0,3300.0,96400.0,7400.0,13300.0,90500.0
hh_with_children,fourth_quintile,1979,95900.0,1000.0,96900.0,400.0,21400.0,75900.0
hh_with_children,fourth_quintile,1980,92900.0,1100.0,94000.0,300.0,21200.0,73100.0
hh_with_children,fourth_quintile,1981,94200.0,1200.0,95400.0,400.0,22400.0,73300.0
hh_with_children,fourth_quintile,1982,92800.0,1300.0,94100.0,300.0,20900.0,73500.0
hh_with_children,fourth_quintile,1983,92600.0,1300.0,93900.0,200.0,20300.0,73800.0
hh_with_children,fourth_quintile,1984,98300.0,1100.0,99500.0,300.0,21800.0,78000.0
hh_with_children,fourth_quintile,1985,98300.0,1100.0,99400.0,300.0,21900.0,77800.0
hh_with_children,fourth_quintile,1986,101400.0,1000.0,102400.0,300.0,22800.0,79900.0
hh_with_children,fourth_quintile,1987,102900.0,1100.0,104000.0,300.0,22400.0,81900.0
hh_with_children,fourth_quintile,1988,103900.0,1000.0,104900.0,300.0,23100.0,82200.0
hh_with_children,fourth_quintile,1989,105400.0,1100.0,106500.0,300.0,23500.0,83400.0
hh_with_children,fourth_quintile,1990,105200.0,1200.0,106400.0,400.0,23600.0,83200.0
hh_with_children,fourth_quintile,1991,103500.0,1300.0,104800.0,500.0,23200.0,82100.0
hh_with_children,fourth_quintile,1992,104000.0,1500.0,105500.0,600.0,23100.0,83000.0
hh_with_children,fourth_quintile,1993,104900.0,1500.0,106400.0,600.0,23400.0,83600.0
hh_with_children,fourth_quintile,1994,107000.0,1200.0,108200.0,700.0,24000.0,84900.0
hh_with_children,fourth_quintile,1995,109500.0,1500.0,110900.0,700.0,24600.0,87000.0
hh_with_children,fourth_quintile,1996,111500.0,1300.0,112900.0,600.0,25000.0,88500.0
hh_with_children,fourth_quintile,1997,114700.0,1300.0,115900.0,600.0,25900.0,90600.0
hh_with_children,fourth_quintile,1998,119800.0,1300.0,121100.0,700.0,26200.0,95500.0
hh_with_children,fourth_quintile,1999,123300.0,1300.0,124600.0,700.0,27000.0,98300.0
hh_with_children,fourth_quintile,2000,125500.0,1400.0,127000.0,800.0,27600.0,100200.0
hh_with_children,fourth_quintile,2001,124800.0,1900.0,126700.0,900.0,25700.0,101800.0
hh_with_children,fourth_quintile,2002,121100.0,2100.0,123100.0,1100.0,24200.0,100000.0
hh_with_children,fourth_quintile,2003,122800.0,2000.0,124800.0,1200.0,23100.0,102900.0
hh_with_children,fourth_quintile,2004,125800.0,1900.0,127600.0,1300.0,23800.0,105000.0
hh_with_children,fourth_quintile,2005,128500.0,1800.0,130300.0,1300.0,24600.0,107000.0
hh_with_children,fourth_quintile,2006,131300.0,1900.0,133300.0,1300.0,25100.0,109400.0
hh_with_children,fourth_quintile,2007,135300.0,2000.0,137400.0,1400.0,25800.0,112900.0
hh_with_children,fourth_quintile,2008,131000.0,2100.0,133100.0,1500.0,22500.0,112000.0
hh_with_children,fourth_quintile,2009,126900.0,3100.0,129900.0,1900.0,21500.0,110400.0
hh_with_children,fourth_quintile,2010,127000.0,3100.0,130100.0,2100.0,22100.0,110000.0
hh_with_children,fourth_quintile,2011,127100.0,2900.0,130000.0,2000.0,21700.0,110400.0
hh_with_children,fourth_quintile,2012,127800.0,2500.0,130300.0,1900.0,22200.0,110100.0
hh_with_children,fourth_quintile,2013,131000.0,2700.0,133700.0,2100.0,25200.0,110600.0
hh_with_children,fourth_quintile,2014,133200.0,2500.0,135700.0,2600.0,26100.0,112200.0
hh_with_children,fourth_quintile,2015,137900.0,2600.0,140500.0,3100.0,27300.0,116200.0
